stop_id,stop_name,stop_lat,stop_lon,stop_code,stop_desc,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,stop_timezone,platform_code
779481dc-ec1a-4651-9771-f0e97a5cacc9,A Coruña (Bus Station),43.353826,-8.403607,RUN,,,,,,,Europe/Madrid,
357e465b-8a94-4c9a-9bae-cd0b5369f33b,Aachen station west (Henricistraße),50.783515,6.072513,ACH,,,,,,,Europe/Berlin,
92d7b08b-d81c-47a5-86e3-9bd0a9715481,Aalborg (Busterminal),57.041367,9.918595,AAB,,,,,,,Europe/Copenhagen,
2e49e929-7bd2-4d40-805e-1cf5a76b8bed,Aberdeen Bus Station,57.144242,-2.095539,ADBS,,,,,,,Europe/London,
dcc10721-9603-11e6-9066-549f350fcb0c,Aix-en-Provence (Krypton),43.510992,5.447616,AIX,,,,,,,Europe/Paris,
134ea077-f211-495c-a622-cd0c4a88a1f9,Alba Iulia (bus station Livio Dario),46.057661,23.577052,AI,,,,,,,Europe/Bucharest,
dcc217e8-9603-11e6-9066-549f350fcb0c,Alessandria,44.908637,8.608076,ALE,,,,,,,Europe/Rome,
e30c47fe-6abc-47bb-8a9d-d6c6f5d3bb1a,Algeciras (Bus Station),36.126004,-5.448016,RAS,,,,,,,Europe/Madrid,
687eb82b-bc6a-45c5-93cc-3c186b7ecc06,Alicante (Bus Station),38.337817,-0.49137,ACT,,,,,,,Europe/Madrid,
dcc46142-9603-11e6-9066-549f350fcb0c,Altamura,40.819117,16.559347,ALM,,,,,,,Europe/Rome,
8fe62385-9e01-4eb2-a21d-96ff645072e1,Amiens (Campus),49.874466,2.264624,AME,,,,,,,Europe/Paris,
7ed9675b-72b2-441f-8c52-c3233f96578a,Amsterdam Bijlmer Arena,52.310564,4.94656,ABA,,,,,,,Europe/Amsterdam,
dcbdd1b1-9603-11e6-9066-549f350fcb0c,Amsterdam Sloterdijk,52.389758,4.838497,AMD,,,,,,,Europe/Amsterdam,
dcc03f47-9603-11e6-9066-549f350fcb0c,Ancona,43.610365,13.502943,ANC,,,,,,,Europe/Rome,
dcc4623a-9603-11e6-9066-549f350fcb0c,Andria,41.240961,16.292604,AND,,,,,,,Europe/Rome,
dcc1007f-9603-11e6-9066-549f350fcb0c,Angers (central bus station),47.464897,-0.557648,ANG,,,,,,,Europe/Paris,
ce3841d7-7f79-40a2-a12a-fc171af17016,Antibes (Pôle d'échanges),43.586363,7.118931,ANB,,,,,,,Europe/Paris,
dcc52e01-9603-11e6-9066-549f350fcb0c,Aprilia,41.591916,12.639595,APR,,,,,,,Europe/Rome,
09a312c8-5613-429c-9e9c-de853c3910d8,Arad (bus station Europa Connect),46.201429,21.264501,ARAD,,,,,,,Europe/Bucharest,
507012eb-80c7-47c2-8361-a634969b7ef5,Arezzo (Viale dei Carabinieri),43.465682,11.868646,EIC,,,,,,,Europe/Rome,
8005d5c5-bb32-43a0-aa9e-0d095ba64a15,Argenteuil,48.946925,2.256392,AGL,,,,,,,Europe/Paris,
dcbc52ce-9603-11e6-9066-549f350fcb0c,Arnhem Central Station (Sonsbeekzijde),51.985608,5.899662,AHM,,,,,,,Europe/Amsterdam,
dcbb8990-9603-11e6-9066-549f350fcb0c,Arnsberg train station,51.405015,8.066429,AR,,,,,,,Europe/Berlin,
dcbbe36f-9603-11e6-9066-549f350fcb0c,Aschaffenburg (Goldbacher Straße),49.977752,9.14962,AB,,,,,,,Europe/Berlin,
dcbb0c6a-9603-11e6-9066-549f350fcb0c,Augsburg (Augsburg P+R Nord),48.40172,10.877042,A,,,,,,,Europe/Berlin,
5ce7c246-9c0e-4c34-959f-fcd32924b874,Aveiro  (Bus Station),40.644193,-8.639249,AVI,,,,,,,Europe/Lisbon,
7c9b9a0b-7ab5-4a64-ab85-5bb90bb23515,Avignon (Le Pontet),43.960626,4.855938,ALP,,,,,,,Europe/Paris,
c377dfb7-cc18-4060-9c72-4ce967ff97ef,Bacău (bus station Bistrita),46.571717,26.920485,BCU,,,,,,,Europe/Bucharest,
d9cad23d-ae0c-4772-8f39-f7962d2c77f8,Bad Salzuflen central bus station,52.081957,8.748648,BSZ,,,,,,,Europe/Berlin,
3206878f-013f-461c-9b14-825058cf6b33,Badajoz (Bus Station),38.866735,-6.974156,BDJ,,,,,,,Europe/Madrid,
dcc5fe86-9603-11e6-9066-549f350fcb0c,Baden-Baden (station),48.789499,8.191384,BAD,,,,,,,Europe/Berlin,
5b079070-eefc-43a2-a0c9-a391e0f20fc6,Baia Mare (Autogara Imperativ),47.648657,23.551498,BMR,,,,,,,Europe/Bucharest,
dcbb23f9-9603-11e6-9066-549f350fcb0c,Bamberg train station,49.901694,10.900172,BA,,,,,,,Europe/Berlin,
b17f1b28-f048-4b96-aea5-69dff3946f59,Banská Bystrica (bus station),48.734613,19.158438,BBY,,,,,,,Europe/Bratislava,
dcc34bb9-9603-11e6-9066-549f350fcb0c,Barcelona (Bus Terminal Nord),41.394181,2.182959,BAC,,,,,,,Europe/Madrid,
dcc051e2-9603-11e6-9066-549f350fcb0c,Bari (Via Capruzzi),41.11703,16.87138,IBA,,,,,,,Europe/Rome,
dcc3bc31-9603-11e6-9066-549f350fcb0c,Barletta,41.308405,16.289453,BTA,,,,,,,Europe/Rome,
086064da-8914-415f-83cc-8d6a087f5ed2,Basel Bad (FlixTrain),47.567793,7.606924,RB,,,,,,,Europe/Zurich,
dcbf8dd0-9603-11e6-9066-549f350fcb0c,Basel Euroairport FR,47.600729,7.531714,BEA,,,,,,,Europe/Paris,
dcbc827f-9603-11e6-9066-549f350fcb0c,Basel SBB (Meret Oppenheim-Street),47.546467,7.587736,BAS,,,,,,,Europe/Zurich,
dcbae41c-9603-11e6-9066-549f350fcb0c,Bayreuth central train station,49.951106,11.577908,BT,,,,,,,Europe/Berlin,
9b68fe40-3ecb-11ea-8017-02437075395e,Beauvais Sud (Délie),49.410446,2.113453,BVS,,,,,,,Europe/Paris,
dcc132e7-9603-11e6-9066-549f350fcb0c,Belfort,47.629696,6.856167,BFT,,,,,,,Europe/Paris,
c17eed68-17b3-421f-a8f4-3f3786cb4fca,Belgrade bus station,44.810284,20.454158,BEO,,,,,,,Europe/Belgrade,
dcc5390d-9603-11e6-9066-549f350fcb0c,Benevento,41.131499,14.782848,BNV,,,,,,,Europe/Rome,
